filepath,filename,class
data/processed/train/product_usb_hub_65_5.jpg,product_usb_hub_65_5.jpg,usb_hub
data/processed/train/product_usb_hub_187_6.jpg,product_usb_hub_187_6.jpg,usb_hub
data/processed/train/product_usb_hub_162_1.jpg,product_usb_hub_162_1.jpg,usb_hub
data/processed/train/product_office_chairs_1292_3.jpg,product_office_chairs_1292_3.jpg,office_chairs
data/processed/train/product_flash_drive_1436_1.jpg,product_flash_drive_1436_1.jpg,flash_drive
data/processed/train/product_mouse_393_3.jpg,product_mouse_393_3.jpg,mouse
data/processed/train/product_mouse_215_0.jpg,product_mouse_215_0.jpg,mouse
data/processed/train/product_backpack_866_6.jpg,product_backpack_866_6.jpg,backpack
data/processed/train/product_ear_pods_423_4.jpg,product_ear_pods_423_4.jpg,ear_pods
data/processed/train/product_wrist_watch_1142_2.jpg,product_wrist_watch_1142_2.jpg,wrist_watch
data/processed/train/product_backpack_919_1.jpg,product_backpack_919_1.jpg,backpack
data/processed/train/product_wrist_watch_1125_5.jpg,product_wrist_watch_1125_5.jpg,wrist_watch
data/processed/train/product_backpack_959_1.jpg,product_backpack_959_1.jpg,backpack
data/processed/train/product_office_chairs_1232_4.jpg,product_office_chairs_1232_4.jpg,office_chairs
data/processed/train/product_flash_drive_1416_4.jpg,product_flash_drive_1416_4.jpg,flash_drive
data/processed/train/product_usb_hub_19_0.jpg,product_usb_hub_19_0.jpg,usb_hub
data/processed/train/product_wrist_watch_1046_1.jpg,product_wrist_watch_1046_1.jpg,wrist_watch
data/processed/train/product_headset_772_4.jpg,product_headset_772_4.jpg,headset
data/processed/train/product_backpack_807_6.jpg,product_backpack_807_6.jpg,backpack
data/processed/train/product_backpack_819_4.jpg,product_backpack_819_4.jpg,backpack
data/processed/train/product_office_chairs_1317_1.jpg,product_office_chairs_1317_1.jpg,office_chairs
data/processed/train/product_backpack_879_0.jpg,product_backpack_879_0.jpg,backpack
data/processed/train/product_mouse_214_6.jpg,product_mouse_214_6.jpg,mouse
data/processed/train/product_backpack_905_1.jpg,product_backpack_905_1.jpg,backpack
data/processed/train/product_headset_633_2.jpg,product_headset_633_2.jpg,headset
data/processed/train/product_ear_pods_564_0.jpg,product_ear_pods_564_0.jpg,ear_pods
data/processed/train/product_mouse_256_6.jpg,product_mouse_256_6.jpg,mouse
data/processed/train/product_ear_pods_582_0.jpg,product_ear_pods_582_0.jpg,ear_pods
data/processed/train/product_mouse_350_1.jpg,product_mouse_350_1.jpg,mouse
data/processed/train/product_usb_hub_184_1.jpg,product_usb_hub_184_1.jpg,usb_hub
data/processed/train/product_backpack_959_2.jpg,product_backpack_959_2.jpg,backpack
data/processed/train/product_ear_pods_587_0.jpg,product_ear_pods_587_0.jpg,ear_pods
data/processed/train/product_mouse_210_0.jpg,product_mouse_210_0.jpg,mouse
data/processed/train/product_ear_pods_522_0.jpg,product_ear_pods_522_0.jpg,ear_pods
data/processed/train/product_office_chairs_1289_0.jpg,product_office_chairs_1289_0.jpg,office_chairs
data/processed/train/product_headset_655_1.jpg,product_headset_655_1.jpg,headset
data/processed/train/product_mouse_237_3.jpg,product_mouse_237_3.jpg,mouse
data/processed/train/product_usb_hub_58_1.jpg,product_usb_hub_58_1.jpg,usb_hub
data/processed/train/product_headset_772_2.jpg,product_headset_772_2.jpg,headset
data/processed/train/product_mouse_211_0.jpg,product_mouse_211_0.jpg,mouse
data/processed/train/product_wrist_watch_1158_1.jpg,product_wrist_watch_1158_1.jpg,wrist_watch
data/processed/train/product_mouse_254_4.jpg,product_mouse_254_4.jpg,mouse
data/processed/train/product_mouse_296_7.jpg,product_mouse_296_7.jpg,mouse
data/processed/train/product_mouse_233_7.jpg,product_mouse_233_7.jpg,mouse
data/processed/train/product_office_chairs_1332_0.jpg,product_office_chairs_1332_0.jpg,office_chairs
data/processed/train/product_ear_pods_598_2.jpg,product_ear_pods_598_2.jpg,ear_pods
data/processed/train/product_usb_hub_18_0.jpg,product_usb_hub_18_0.jpg,usb_hub
data/processed/train/product_mouse_210_1.jpg,product_mouse_210_1.jpg,mouse
data/processed/train/product_usb_hub_187_1.jpg,product_usb_hub_187_1.jpg,usb_hub
data/processed/train/product_headset_733_0.jpg,product_headset_733_0.jpg,headset
data/processed/train/product_backpack_846_3.jpg,product_backpack_846_3.jpg,backpack
data/processed/train/product_wrist_watch_1042_7.jpg,product_wrist_watch_1042_7.jpg,wrist_watch
data/processed/train/product_backpack_963_2.jpg,product_backpack_963_2.jpg,backpack
data/processed/train/product_backpack_822_0.jpg,product_backpack_822_0.jpg,backpack
data/processed/train/product_backpack_824_4.jpg,product_backpack_824_4.jpg,backpack
data/processed/train/product_wrist_watch_1019_0.jpg,product_wrist_watch_1019_0.jpg,wrist_watch
data/processed/train/product_wrist_watch_1039_0.jpg,product_wrist_watch_1039_0.jpg,wrist_watch
data/processed/train/product_ear_pods_502_0.jpg,product_ear_pods_502_0.jpg,ear_pods
data/processed/train/product_mouse_369_3.jpg,product_mouse_369_3.jpg,mouse
data/processed/train/product_headset_769_0.jpg,product_headset_769_0.jpg,headset
data/processed/train/product_headset_756_0.jpg,product_headset_756_0.jpg,headset
data/processed/train/product_headset_610_1.jpg,product_headset_610_1.jpg,headset
data/processed/train/product_wrist_watch_1159_0.jpg,product_wrist_watch_1159_0.jpg,wrist_watch
data/processed/train/product_headset_613_0.jpg,product_headset_613_0.jpg,headset
data/processed/train/product_mouse_209_0.jpg,product_mouse_209_0.jpg,mouse
data/processed/train/product_backpack_861_0.jpg,product_backpack_861_0.jpg,backpack
data/processed/train/product_wrist_watch_1042_5.jpg,product_wrist_watch_1042_5.jpg,wrist_watch
data/processed/train/product_mouse_288_4.jpg,product_mouse_288_4.jpg,mouse
data/processed/train/product_usb_hub_47_3.jpg,product_usb_hub_47_3.jpg,usb_hub
data/processed/train/product_flash_drive_1437_5.jpg,product_flash_drive_1437_5.jpg,flash_drive
data/processed/train/product_backpack_803_0.jpg,product_backpack_803_0.jpg,backpack
data/processed/train/product_backpack_821_5.jpg,product_backpack_821_5.jpg,backpack
data/processed/train/product_usb_hub_43_0.jpg,product_usb_hub_43_0.jpg,usb_hub
data/processed/train/product_usb_hub_20_1.jpg,product_usb_hub_20_1.jpg,usb_hub
data/processed/train/product_ear_pods_461_2.jpg,product_ear_pods_461_2.jpg,ear_pods
data/processed/train/product_ear_pods_422_1.jpg,product_ear_pods_422_1.jpg,ear_pods
data/processed/train/product_ear_pods_441_0.jpg,product_ear_pods_441_0.jpg,ear_pods
data/processed/train/product_office_chairs_1289_3.jpg,product_office_chairs_1289_3.jpg,office_chairs
data/processed/train/product_ear_pods_446_2.jpg,product_ear_pods_446_2.jpg,ear_pods
data/processed/train/product_office_chairs_1276_0.jpg,product_office_chairs_1276_0.jpg,office_chairs
data/processed/train/product_backpack_919_0.jpg,product_backpack_919_0.jpg,backpack
data/processed/train/product_wrist_watch_1004_1.jpg,product_wrist_watch_1004_1.jpg,wrist_watch
data/processed/train/product_usb_hub_181_1.jpg,product_usb_hub_181_1.jpg,usb_hub
data/processed/train/product_office_chairs_1272_0.jpg,product_office_chairs_1272_0.jpg,office_chairs
data/processed/train/product_ear_pods_581_2.jpg,product_ear_pods_581_2.jpg,ear_pods
data/processed/train/product_mouse_296_2.jpg,product_mouse_296_2.jpg,mouse
data/processed/train/product_ear_pods_422_3.jpg,product_ear_pods_422_3.jpg,ear_pods
data/processed/train/product_ear_pods_419_4.jpg,product_ear_pods_419_4.jpg,ear_pods
data/processed/train/product_office_chairs_1252_0.jpg,product_office_chairs_1252_0.jpg,office_chairs
data/processed/train/product_headset_751_0.jpg,product_headset_751_0.jpg,headset
data/processed/train/product_backpack_966_2.jpg,product_backpack_966_2.jpg,backpack
data/processed/train/product_ear_pods_524_3.jpg,product_ear_pods_524_3.jpg,ear_pods
data/processed/train/product_flash_drive_1414_0.jpg,product_flash_drive_1414_0.jpg,flash_drive
data/processed/train/product_usb_hub_60_1.jpg,product_usb_hub_60_1.jpg,usb_hub
data/processed/train/product_headset_697_0.jpg,product_headset_697_0.jpg,headset
data/processed/train/product_wrist_watch_1045_0.jpg,product_wrist_watch_1045_0.jpg,wrist_watch
data/processed/train/product_wrist_watch_1019_6.jpg,product_wrist_watch_1019_6.jpg,wrist_watch
data/processed/train/product_backpack_887_3.jpg,product_backpack_887_3.jpg,backpack
data/processed/train/product_ear_pods_427_1.jpg,product_ear_pods_427_1.jpg,ear_pods
data/processed/train/product_flash_drive_1429_4.jpg,product_flash_drive_1429_4.jpg,flash_drive
data/processed/train/product_office_chairs_1354_1.jpg,product_office_chairs_1354_1.jpg,office_chairs
data/processed/train/product_mouse_250_5.jpg,product_mouse_250_5.jpg,mouse
data/processed/train/product_backpack_941_0.jpg,product_backpack_941_0.jpg,backpack
data/processed/train/product_backpack_941_6.jpg,product_backpack_941_6.jpg,backpack
data/processed/train/product_headset_651_6.jpg,product_headset_651_6.jpg,headset
data/processed/train/product_backpack_902_2.jpg,product_backpack_902_2.jpg,backpack
data/processed/train/product_backpack_966_0.jpg,product_backpack_966_0.jpg,backpack
data/processed/train/product_mouse_350_5.jpg,product_mouse_350_5.jpg,mouse
data/processed/train/product_ear_pods_540_1.jpg,product_ear_pods_540_1.jpg,ear_pods
data/processed/train/product_ear_pods_419_2.jpg,product_ear_pods_419_2.jpg,ear_pods
data/processed/train/product_flash_drive_1416_2.jpg,product_flash_drive_1416_2.jpg,flash_drive
data/processed/train/product_mouse_215_1.jpg,product_mouse_215_1.jpg,mouse
data/processed/train/product_office_chairs_1229_6.jpg,product_office_chairs_1229_6.jpg,office_chairs
data/processed/train/product_backpack_822_3.jpg,product_backpack_822_3.jpg,backpack
data/processed/train/product_ear_pods_561_1.jpg,product_ear_pods_561_1.jpg,ear_pods
data/processed/train/product_usb_hub_43_1.jpg,product_usb_hub_43_1.jpg,usb_hub
data/processed/train/product_usb_hub_21_5.jpg,product_usb_hub_21_5.jpg,usb_hub
data/processed/train/product_mouse_251_4.jpg,product_mouse_251_4.jpg,mouse
data/processed/train/product_backpack_820_0.jpg,product_backpack_820_0.jpg,backpack
data/processed/train/product_headset_674_3.jpg,product_headset_674_3.jpg,headset
data/processed/train/product_wrist_watch_1167_3.jpg,product_wrist_watch_1167_3.jpg,wrist_watch
data/processed/train/product_flash_drive_1412_1.jpg,product_flash_drive_1412_1.jpg,flash_drive
data/processed/train/product_usb_hub_20_2.jpg,product_usb_hub_20_2.jpg,usb_hub
data/processed/train/product_ear_pods_447_1.jpg,product_ear_pods_447_1.jpg,ear_pods
data/processed/train/product_backpack_963_3.jpg,product_backpack_963_3.jpg,backpack
data/processed/train/product_headset_753_0.jpg,product_headset_753_0.jpg,headset
data/processed/train/product_mouse_274_0.jpg,product_mouse_274_0.jpg,mouse
data/processed/train/product_backpack_825_0.jpg,product_backpack_825_0.jpg,backpack
data/processed/train/product_usb_hub_146_0.jpg,product_usb_hub_146_0.jpg,usb_hub
data/processed/train/product_office_chairs_1354_3.jpg,product_office_chairs_1354_3.jpg,office_chairs
data/processed/train/product_wrist_watch_1019_4.jpg,product_wrist_watch_1019_4.jpg,wrist_watch
data/processed/train/product_ear_pods_467_0.jpg,product_ear_pods_467_0.jpg,ear_pods
data/processed/train/product_ear_pods_539_4.jpg,product_ear_pods_539_4.jpg,ear_pods
data/processed/train/product_mouse_236_2.jpg,product_mouse_236_2.jpg,mouse
data/processed/train/product_wrist_watch_1087_4.jpg,product_wrist_watch_1087_4.jpg,wrist_watch
data/processed/train/product_office_chairs_1252_1.jpg,product_office_chairs_1252_1.jpg,office_chairs
data/processed/train/product_mouse_254_6.jpg,product_mouse_254_6.jpg,mouse
data/processed/train/product_wrist_watch_1080_5.jpg,product_wrist_watch_1080_5.jpg,wrist_watch
data/processed/train/product_headset_614_6.jpg,product_headset_614_6.jpg,headset
data/processed/train/product_backpack_879_1.jpg,product_backpack_879_1.jpg,backpack
data/processed/train/product_wrist_watch_1003_2.jpg,product_wrist_watch_1003_2.jpg,wrist_watch
data/processed/train/product_backpack_819_1.jpg,product_backpack_819_1.jpg,backpack
data/processed/train/product_usb_hub_44_0.jpg,product_usb_hub_44_0.jpg,usb_hub
data/processed/train/product_flash_drive_1429_6.jpg,product_flash_drive_1429_6.jpg,flash_drive
data/processed/train/product_usb_hub_182_5.jpg,product_usb_hub_182_5.jpg,usb_hub
data/processed/train/product_flash_drive_1436_0.jpg,product_flash_drive_1436_0.jpg,flash_drive
data/processed/train/product_ear_pods_444_2.jpg,product_ear_pods_444_2.jpg,ear_pods
data/processed/train/product_backpack_847_2.jpg,product_backpack_847_2.jpg,backpack
data/processed/train/product_wrist_watch_1059_6.jpg,product_wrist_watch_1059_6.jpg,wrist_watch
data/processed/train/product_headset_674_1.jpg,product_headset_674_1.jpg,headset
data/processed/train/product_wrist_watch_1141_0.jpg,product_wrist_watch_1141_0.jpg,wrist_watch
data/processed/train/product_office_chairs_1228_1.jpg,product_office_chairs_1228_1.jpg,office_chairs
data/processed/train/product_office_chairs_1250_1.jpg,product_office_chairs_1250_1.jpg,office_chairs
data/processed/train/product_wrist_watch_1042_4.jpg,product_wrist_watch_1042_4.jpg,wrist_watch
data/processed/train/product_headset_637_4.jpg,product_headset_637_4.jpg,headset
data/processed/train/product_wrist_watch_1119_0.jpg,product_wrist_watch_1119_0.jpg,wrist_watch
data/processed/train/product_backpack_886_0.jpg,product_backpack_886_0.jpg,backpack
data/processed/train/product_ear_pods_407_4.jpg,product_ear_pods_407_4.jpg,ear_pods
data/processed/train/product_headset_614_7.jpg,product_headset_614_7.jpg,headset
data/processed/train/product_mouse_235_5.jpg,product_mouse_235_5.jpg,mouse
data/processed/train/product_wrist_watch_1087_6.jpg,product_wrist_watch_1087_6.jpg,wrist_watch
data/processed/train/product_backpack_819_0.jpg,product_backpack_819_0.jpg,backpack
data/processed/train/product_mouse_233_1.jpg,product_mouse_233_1.jpg,mouse
data/processed/train/product_ear_pods_524_2.jpg,product_ear_pods_524_2.jpg,ear_pods
data/processed/train/product_mouse_251_5.jpg,product_mouse_251_5.jpg,mouse
data/processed/train/product_ear_pods_406_3.jpg,product_ear_pods_406_3.jpg,ear_pods
data/processed/train/product_ear_pods_447_5.jpg,product_ear_pods_447_5.jpg,ear_pods
data/processed/train/product_mouse_370_0.jpg,product_mouse_370_0.jpg,mouse
data/processed/train/product_ear_pods_461_5.jpg,product_ear_pods_461_5.jpg,ear_pods
data/processed/train/product_ear_pods_404_1.jpg,product_ear_pods_404_1.jpg,ear_pods
data/processed/train/product_usb_hub_126_1.jpg,product_usb_hub_126_1.jpg,usb_hub
data/processed/train/product_office_chairs_1274_0.jpg,product_office_chairs_1274_0.jpg,office_chairs
data/processed/train/product_wrist_watch_1158_0.jpg,product_wrist_watch_1158_0.jpg,wrist_watch
data/processed/train/product_mouse_357_5.jpg,product_mouse_357_5.jpg,mouse
data/processed/train/product_wrist_watch_1042_6.jpg,product_wrist_watch_1042_6.jpg,wrist_watch
data/processed/train/product_flash_drive_1417_0.jpg,product_flash_drive_1417_0.jpg,flash_drive
data/processed/train/product_wrist_watch_1058_3.jpg,product_wrist_watch_1058_3.jpg,wrist_watch
data/processed/train/product_office_chairs_1396_1.jpg,product_office_chairs_1396_1.jpg,office_chairs
data/processed/train/product_headset_769_3.jpg,product_headset_769_3.jpg,headset
data/processed/train/product_backpack_867_6.jpg,product_backpack_867_6.jpg,backpack
data/processed/train/product_headset_611_3.jpg,product_headset_611_3.jpg,headset
data/processed/train/product_ear_pods_462_0.jpg,product_ear_pods_462_0.jpg,ear_pods
data/processed/train/product_headset_696_1.jpg,product_headset_696_1.jpg,headset
data/processed/train/product_backpack_978_0.jpg,product_backpack_978_0.jpg,backpack
data/processed/train/product_backpack_801_1.jpg,product_backpack_801_1.jpg,backpack
data/processed/train/product_mouse_274_1.jpg,product_mouse_274_1.jpg,mouse
data/processed/train/product_ear_pods_564_3.jpg,product_ear_pods_564_3.jpg,ear_pods
data/processed/train/product_usb_hub_184_3.jpg,product_usb_hub_184_3.jpg,usb_hub
data/processed/train/product_headset_608_6.jpg,product_headset_608_6.jpg,headset
data/processed/train/product_backpack_847_3.jpg,product_backpack_847_3.jpg,backpack
data/processed/train/product_ear_pods_561_0.jpg,product_ear_pods_561_0.jpg,ear_pods
data/processed/train/product_ear_pods_461_4.jpg,product_ear_pods_461_4.jpg,ear_pods
data/processed/train/product_mouse_389_0.jpg,product_mouse_389_0.jpg,mouse
data/processed/train/product_flash_drive_1416_7.jpg,product_flash_drive_1416_7.jpg,flash_drive
data/processed/train/product_usb_hub_65_2.jpg,product_usb_hub_65_2.jpg,usb_hub
data/processed/train/product_usb_hub_143_0.jpg,product_usb_hub_143_0.jpg,usb_hub
data/processed/train/product_headset_617_1.jpg,product_headset_617_1.jpg,headset
data/processed/train/product_wrist_watch_1142_3.jpg,product_wrist_watch_1142_3.jpg,wrist_watch
data/processed/train/product_ear_pods_402_1.jpg,product_ear_pods_402_1.jpg,ear_pods
data/processed/train/product_backpack_941_7.jpg,product_backpack_941_7.jpg,backpack
data/processed/train/product_wrist_watch_1065_0.jpg,product_wrist_watch_1065_0.jpg,wrist_watch
data/processed/train/product_backpack_843_3.jpg,product_backpack_843_3.jpg,backpack
data/processed/train/product_wrist_watch_1185_2.jpg,product_wrist_watch_1185_2.jpg,wrist_watch
data/processed/train/product_backpack_843_2.jpg,product_backpack_843_2.jpg,backpack
data/processed/train/product_ear_pods_407_6.jpg,product_ear_pods_407_6.jpg,ear_pods
data/processed/train/product_usb_hub_64_5.jpg,product_usb_hub_64_5.jpg,usb_hub
data/processed/train/product_wrist_watch_1183_5.jpg,product_wrist_watch_1183_5.jpg,wrist_watch
data/processed/train/product_flash_drive_1437_7.jpg,product_flash_drive_1437_7.jpg,flash_drive
data/processed/train/product_headset_672_0.jpg,product_headset_672_0.jpg,headset
data/processed/train/product_office_chairs_1292_0.jpg,product_office_chairs_1292_0.jpg,office_chairs
data/processed/train/product_usb_hub_44_1.jpg,product_usb_hub_44_1.jpg,usb_hub
data/processed/train/product_wrist_watch_1161_0.jpg,product_wrist_watch_1161_0.jpg,wrist_watch
data/processed/train/product_usb_hub_187_0.jpg,product_usb_hub_187_0.jpg,usb_hub
data/processed/train/product_mouse_250_3.jpg,product_mouse_250_3.jpg,mouse
data/processed/train/product_wrist_watch_1064_4.jpg,product_wrist_watch_1064_4.jpg,wrist_watch
data/processed/train/product_backpack_801_2.jpg,product_backpack_801_2.jpg,backpack
data/processed/train/product_office_chairs_1217_0.jpg,product_office_chairs_1217_0.jpg,office_chairs
data/processed/train/product_headset_751_2.jpg,product_headset_751_2.jpg,headset
data/processed/train/product_usb_hub_166_5.jpg,product_usb_hub_166_5.jpg,usb_hub
data/processed/train/product_ear_pods_502_4.jpg,product_ear_pods_502_4.jpg,ear_pods
data/processed/train/product_mouse_255_1.jpg,product_mouse_255_1.jpg,mouse
data/processed/train/product_ear_pods_465_0.jpg,product_ear_pods_465_0.jpg,ear_pods
data/processed/train/product_usb_hub_146_1.jpg,product_usb_hub_146_1.jpg,usb_hub
data/processed/train/product_ear_pods_458_1.jpg,product_ear_pods_458_1.jpg,ear_pods
data/processed/train/product_backpack_846_2.jpg,product_backpack_846_2.jpg,backpack
data/processed/train/product_office_chairs_1234_2.jpg,product_office_chairs_1234_2.jpg,office_chairs
data/processed/train/product_headset_610_3.jpg,product_headset_610_3.jpg,headset
data/processed/train/product_office_chairs_1273_0.jpg,product_office_chairs_1273_0.jpg,office_chairs
data/processed/train/product_headset_613_5.jpg,product_headset_613_5.jpg,headset
data/processed/train/product_ear_pods_460_3.jpg,product_ear_pods_460_3.jpg,ear_pods
data/processed/train/product_headset_637_0.jpg,product_headset_637_0.jpg,headset
data/processed/train/product_ear_pods_565_2.jpg,product_ear_pods_565_2.jpg,ear_pods
data/processed/train/product_usb_hub_25_1.jpg,product_usb_hub_25_1.jpg,usb_hub
data/processed/train/product_mouse_351_0.jpg,product_mouse_351_0.jpg,mouse
data/processed/train/product_mouse_368_5.jpg,product_mouse_368_5.jpg,mouse
data/processed/train/product_ear_pods_401_2.jpg,product_ear_pods_401_2.jpg,ear_pods
data/processed/train/product_headset_655_3.jpg,product_headset_655_3.jpg,headset
data/processed/train/product_usb_hub_187_4.jpg,product_usb_hub_187_4.jpg,usb_hub
data/processed/train/product_ear_pods_479_0.jpg,product_ear_pods_479_0.jpg,ear_pods
data/processed/train/product_ear_pods_587_4.jpg,product_ear_pods_587_4.jpg,ear_pods
data/processed/train/product_wrist_watch_1004_0.jpg,product_wrist_watch_1004_0.jpg,wrist_watch
data/processed/train/product_wrist_watch_1185_0.jpg,product_wrist_watch_1185_0.jpg,wrist_watch
data/processed/train/product_mouse_274_4.jpg,product_mouse_274_4.jpg,mouse
data/processed/train/product_headset_676_0.jpg,product_headset_676_0.jpg,headset
data/processed/train/product_headset_674_2.jpg,product_headset_674_2.jpg,headset
data/processed/train/product_backpack_818_0.jpg,product_backpack_818_0.jpg,backpack
data/processed/train/product_mouse_251_6.jpg,product_mouse_251_6.jpg,mouse
data/processed/train/product_flash_drive_1409_0.jpg,product_flash_drive_1409_0.jpg,flash_drive
data/processed/train/product_mouse_351_3.jpg,product_mouse_351_3.jpg,mouse
data/processed/train/product_office_chairs_1396_0.jpg,product_office_chairs_1396_0.jpg,office_chairs
data/processed/train/product_headset_792_0.jpg,product_headset_792_0.jpg,headset
data/processed/train/product_ear_pods_404_0.jpg,product_ear_pods_404_0.jpg,ear_pods
data/processed/train/product_mouse_209_3.jpg,product_mouse_209_3.jpg,mouse
data/processed/train/product_mouse_254_0.jpg,product_mouse_254_0.jpg,mouse
data/processed/train/product_headset_792_1.jpg,product_headset_792_1.jpg,headset
data/processed/train/product_headset_633_1.jpg,product_headset_633_1.jpg,headset
data/processed/train/product_backpack_820_4.jpg,product_backpack_820_4.jpg,backpack
data/processed/train/product_mouse_297_2.jpg,product_mouse_297_2.jpg,mouse
data/processed/train/product_ear_pods_580_2.jpg,product_ear_pods_580_2.jpg,ear_pods
data/processed/train/product_mouse_255_2.jpg,product_mouse_255_2.jpg,mouse
data/processed/train/product_wrist_watch_1187_1.jpg,product_wrist_watch_1187_1.jpg,wrist_watch
data/processed/train/product_wrist_watch_1167_4.jpg,product_wrist_watch_1167_4.jpg,wrist_watch
data/processed/train/product_mouse_291_5.jpg,product_mouse_291_5.jpg,mouse
data/processed/train/product_backpack_843_1.jpg,product_backpack_843_1.jpg,backpack
data/processed/train/product_usb_hub_181_2.jpg,product_usb_hub_181_2.jpg,usb_hub
data/processed/train/product_headset_674_0.jpg,product_headset_674_0.jpg,headset
data/processed/train/product_wrist_watch_1002_2.jpg,product_wrist_watch_1002_2.jpg,wrist_watch
data/processed/train/product_ear_pods_461_0.jpg,product_ear_pods_461_0.jpg,ear_pods
data/processed/train/product_office_chairs_1354_0.jpg,product_office_chairs_1354_0.jpg,office_chairs
data/processed/train/product_backpack_847_4.jpg,product_backpack_847_4.jpg,backpack
data/processed/train/product_flash_drive_1416_5.jpg,product_flash_drive_1416_5.jpg,flash_drive
data/processed/train/product_mouse_252_6.jpg,product_mouse_252_6.jpg,mouse
data/processed/train/product_mouse_295_1.jpg,product_mouse_295_1.jpg,mouse
data/processed/train/product_flash_drive_1436_2.jpg,product_flash_drive_1436_2.jpg,flash_drive
data/processed/train/product_mouse_297_0.jpg,product_mouse_297_0.jpg,mouse
data/processed/train/product_wrist_watch_1138_0.jpg,product_wrist_watch_1138_0.jpg,wrist_watch
data/processed/train/product_mouse_250_4.jpg,product_mouse_250_4.jpg,mouse
data/processed/train/product_backpack_919_3.jpg,product_backpack_919_3.jpg,backpack
data/processed/train/product_backpack_941_5.jpg,product_backpack_941_5.jpg,backpack
data/processed/train/product_wrist_watch_1186_6.jpg,product_wrist_watch_1186_6.jpg,wrist_watch
data/processed/train/product_headset_677_6.jpg,product_headset_677_6.jpg,headset
data/processed/train/product_backpack_807_7.jpg,product_backpack_807_7.jpg,backpack
data/processed/train/product_headset_633_3.jpg,product_headset_633_3.jpg,headset
data/processed/train/product_office_chairs_1234_0.jpg,product_office_chairs_1234_0.jpg,office_chairs
data/processed/train/product_backpack_866_7.jpg,product_backpack_866_7.jpg,backpack
data/processed/train/product_flash_drive_1429_0.jpg,product_flash_drive_1429_0.jpg,flash_drive
data/processed/train/product_backpack_879_3.jpg,product_backpack_879_3.jpg,backpack
data/processed/train/product_usb_hub_179_1.jpg,product_usb_hub_179_1.jpg,usb_hub
data/processed/train/product_mouse_254_1.jpg,product_mouse_254_1.jpg,mouse
